citympg,cylinders,displacement,drive,highwaympg,make,model,class,year,transmissiontype,transmissionspeeds,co2emissions
16,6,3.8,Front-Wheel Drive,25,Pontiac,Bonneville,Large Cars,1987,Automatic,4,467.7368421
15,8,4.1,Front-Wheel Drive,23,Cadillac,Fleetwood/DeVille,Large Cars,1987,Automatic,4,493.7222222
15,8,4.1,Front-Wheel Drive,22,Cadillac,Limousine,Large Cars,1987,Automatic,4,493.7222222
16,6,4.3,Rear-Wheel Drive,22,Chevrolet,Caprice,Large Cars,1987,Automatic,3,493.7222222
16,6,4.3,Rear-Wheel Drive,24,Chevrolet,Caprice,Large Cars,1987,Automatic,4,467.7368421
8,8,6.8,Rear-Wheel Drive,10,Rolls-Royce,Silver Spur Limousine,Large Cars,1987,Automatic,3,987.4444444
8,8,6.8,Rear-Wheel Drive,10,Rolls-Royce,Silver Spur Limousine,Large Cars,1987,Automatic,3,987.4444444
7,8,6.8,Rear-Wheel Drive,9,Rolls-Royce,Silver Spur Limousine,Large Cars,1987,Automatic,3,1110.875
16,8,5,Rear-Wheel Drive,23,Cadillac,Brougham,Large Cars,1987,Automatic,4,493.7222222
13,8,5.7,Rear-Wheel Drive,20,CCC Engineering,Duntov GT,Large Cars,1987,Automatic,4,592.4666667
15,8,5,Rear-Wheel Drive,22,Chevrolet,Caprice,Large Cars,1987,Automatic,4,522.7647059
16,8,5,Rear-Wheel Drive,23,Chevrolet,Caprice,Large Cars,1987,Automatic,4,493.7222222
13,8,5.7,Rear-Wheel Drive,19,Chevrolet,Caprice,Large Cars,1987,Automatic,4,592.4666667
16,8,5,Rear-Wheel Drive,24,Ford,LTD Crown Victoria,Large Cars,1987,Automatic,4,467.7368421
11,8,5.8,Rear-Wheel Drive,17,Ford,LTD Crown Victoria,Large Cars,1987,Automatic,4,683.6153846
16,8,5,Rear-Wheel Drive,24,Mercury,Grand Marquis,Large Cars,1987,Automatic,4,467.7368421
16,8,5,Rear-Wheel Drive,24,Lincoln,Town Car,Large Cars,1987,Automatic,4,467.7368421
15,5,2.2,All-Wheel Drive,23,Audi,5000 CS quattro,Midsize Cars,1987,Manual,5,493.7222222
16,5,2.3,All-Wheel Drive,22,Audi,5000 S quattro,Midsize Cars,1987,Manual,5,493.7222222
15,5,2.2,All-Wheel Drive,23,Audi,5000 CS quattro Wagon,Midsize Cars,1987,Manual,5,493.7222222
19,4,2.5,Front-Wheel Drive,29,Buick,Century,Midsize Cars,1987,Automatic,3,386.3913043
19,4,2.5,Front-Wheel Drive,29,Chevrolet,Celebrity,Midsize Cars,1987,Automatic,3,386.3913043
17,4,2.2,Front-Wheel Drive,22,Chrysler,LeBaron,Midsize Cars,1987,Automatic,3,467.7368421
20,4,2.2,Front-Wheel Drive,24,Chrysler,LeBaron,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,25,Chrysler,LeBaron,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,24,Chrysler,LeBaron GTS,Midsize Cars,1987,Automatic,3,423.1904762
17,4,2.2,Front-Wheel Drive,22,Chrysler,LeBaron GTS,Midsize Cars,1987,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,25,Chrysler,LeBaron GTS,Midsize Cars,1987,Automatic,3,423.1904762
17,4,2.2,Front-Wheel Drive,22,Chrysler,New Yorker,Midsize Cars,1987,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,25,Chrysler,New Yorker,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,26,Dodge,Aries,Midsize Cars,1987,Automatic,3,403.9545455
20,4,2.2,Front-Wheel Drive,24,Dodge,Aries,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,25,Dodge,Aries,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,24,Dodge,Aries,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,24,Dodge,Lancer,Midsize Cars,1987,Automatic,3,423.1904762
17,4,2.2,Front-Wheel Drive,22,Dodge,Lancer,Midsize Cars,1987,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,25,Dodge,Lancer,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,24,Dodge,600,Midsize Cars,1987,Automatic,3,423.1904762
17,4,2.2,Front-Wheel Drive,22,Dodge,600,Midsize Cars,1987,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,25,Dodge,600,Midsize Cars,1987,Automatic,3,423.1904762
18,4,2.5,Front-Wheel Drive,24,Ford,Taurus,Midsize Cars,1987,Automatic,3,444.35
19,4,2.5,Front-Wheel Drive,29,Oldsmobile,Cutlass Ciera,Midsize Cars,1987,Automatic,3,386.3913043
20,4,2.2,Front-Wheel Drive,24,Plymouth,Caravelle,Midsize Cars,1987,Automatic,3,423.1904762
17,4,2.2,Front-Wheel Drive,22,Plymouth,Caravelle,Midsize Cars,1987,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,25,Plymouth,Caravelle,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,26,Plymouth,Reliant,Midsize Cars,1987,Automatic,3,403.9545455
20,4,2.2,Front-Wheel Drive,24,Plymouth,Reliant,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,24,Plymouth,Reliant,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,25,Plymouth,Reliant,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,29,Pontiac,6000,Midsize Cars,1987,Automatic,3,386.3913043
15,4,2.2,Front-Wheel Drive,20,Dodge,Lancer,Midsize Cars,1987,Automatic,3,522.7647059
15,4,2.2,Front-Wheel Drive,20,Dodge,Lancer,Midsize Cars,1987,Automatic,3,522.7647059
18,4,2.2,Front-Wheel Drive,26,Chrysler,LeBaron,Midsize Cars,1987,Manual,5,423.1904762
19,4,2.5,Front-Wheel Drive,29,Chrysler,LeBaron,Midsize Cars,1987,Manual,5,386.3913043
21,4,2.2,Front-Wheel Drive,29,Chrysler,LeBaron GTS,Midsize Cars,1987,Manual,5,370.2916667
18,4,2.2,Front-Wheel Drive,26,Chrysler,LeBaron GTS,Midsize Cars,1987,Manual,5,423.1904762
19,4,2.5,Front-Wheel Drive,29,Chrysler,LeBaron GTS,Midsize Cars,1987,Manual,5,386.3913043
22,4,2.2,Front-Wheel Drive,29,Dodge,Aries,Midsize Cars,1987,Manual,5,355.48
21,4,2.2,Front-Wheel Drive,29,Dodge,Lancer,Midsize Cars,1987,Manual,5,370.2916667
18,4,2.2,Front-Wheel Drive,26,Dodge,Lancer,Midsize Cars,1987,Manual,5,423.1904762
19,4,2.5,Front-Wheel Drive,29,Dodge,Lancer,Midsize Cars,1987,Manual,5,386.3913043
21,4,2.5,Front-Wheel Drive,29,Ford,Taurus,Midsize Cars,1987,Manual,5,370.2916667
22,4,2.2,Front-Wheel Drive,29,Plymouth,Reliant,Midsize Cars,1987,Manual,5,355.48
17,4,2.2,Front-Wheel Drive,24,Dodge,Lancer,Midsize Cars,1987,Manual,5,444.35
16,5,2.2,Front-Wheel Drive,20,Audi,5000 CS Turbo,Midsize Cars,1987,Automatic,3,493.7222222
16,5,2.2,Front-Wheel Drive,20,Audi,5000 S,Midsize Cars,1987,Automatic,3,522.7647059
17,5,2.3,Front-Wheel Drive,21,Audi,5000 S,Midsize Cars,1987,Automatic,3,493.7222222
16,5,2.2,Front-Wheel Drive,24,Audi,5000 CS Turbo,Midsize Cars,1987,Manual,5,467.7368421
17,5,2.2,Front-Wheel Drive,24,Audi,5000 S,Midsize Cars,1987,Manual,5,467.7368421
16,5,2.3,Front-Wheel Drive,22,Audi,5000 S,Midsize Cars,1987,Manual,5,493.7222222
18,6,2.8,Front-Wheel Drive,24,Buick,Century,Midsize Cars,1987,Automatic,3,444.35
18,6,2.8,Front-Wheel Drive,24,Chevrolet,Celebrity,Midsize Cars,1987,Automatic,3,444.35
18,6,2.8,Front-Wheel Drive,24,Oldsmobile,Cutlass Ciera,Midsize Cars,1987,Automatic,3,444.35
18,6,2.8,Front-Wheel Drive,24,Pontiac,6000,Midsize Cars,1987,Automatic,3,444.35
18,6,2.8,Front-Wheel Drive,26,Buick,Century,Midsize Cars,1987,Automatic,4,423.1904762
16,6,3.8,Front-Wheel Drive,25,Buick,Century,Midsize Cars,1987,Automatic,4,467.7368421
16,6,3.8,Front-Wheel Drive,25,Buick,Riviera,Midsize Cars,1987,Automatic,4,467.7368421
18,6,2.8,Front-Wheel Drive,26,Chevrolet,Celebrity,Midsize Cars,1987,Automatic,4,423.1904762
17,6,3,Front-Wheel Drive,26,Ford,Taurus,Midsize Cars,1987,Automatic,4,444.35
17,6,3,Front-Wheel Drive,26,Mercury,Sable,Midsize Cars,1987,Automatic,4,444.35
18,6,2.8,Front-Wheel Drive,26,Oldsmobile,Cutlass Ciera,Midsize Cars,1987,Automatic,4,423.1904762
16,6,3.8,Front-Wheel Drive,25,Oldsmobile,Cutlass Ciera,Midsize Cars,1987,Automatic,4,467.7368421
16,6,3.8,Front-Wheel Drive,25,Oldsmobile,Toronado,Midsize Cars,1987,Automatic,4,467.7368421
17,6,2.8,Front-Wheel Drive,24,Pontiac,6000,Midsize Cars,1987,Automatic,4,444.35
17,6,2.8,Front-Wheel Drive,25,Chevrolet,Celebrity,Midsize Cars,1987,Manual,5,444.35
17,6,2.8,Front-Wheel Drive,25,Pontiac,6000,Midsize Cars,1987,Manual,5,444.35
15,8,4.1,Front-Wheel Drive,23,Cadillac,Eldorado,Midsize Cars,1987,Automatic,4,493.7222222
15,8,4.1,Front-Wheel Drive,23,Cadillac,Seville,Midsize Cars,1987,Automatic,4,493.7222222
18,4,2.5,Front-Wheel Drive,26,Buick,Century Wagon,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,29,Chevrolet,Celebrity Wagon,Midsize Cars,1987,Automatic,3,386.3913043
17,4,2.2,Front-Wheel Drive,22,Chrysler,Town and Country Wagon,Midsize Cars,1987,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,25,Chrysler,Town and Country Wagon,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,24,Dodge,Aries Wagon,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,25,Dodge,Aries Wagon,Midsize Cars,1987,Automatic,3,423.1904762
18,4,2.5,Front-Wheel Drive,26,Oldsmobile,Cutlass Cruiser,Midsize Cars,1987,Automatic,3,423.1904762
20,4,2.2,Front-Wheel Drive,24,Plymouth,Reliant Wagon,Midsize Cars,1987,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,25,Plymouth,Reliant Wagon,Midsize Cars,1987,Automatic,3,423.1904762
18,4,2.5,Front-Wheel Drive,26,Pontiac,6000 Wagon,Midsize Cars,1987,Automatic,3,423.1904762
18,4,2,Front-Wheel Drive,23,Nissan,Stanza Wagon 2WD,Midsize Cars,1987,Automatic,4,444.35
19,4,2,Front-Wheel Drive,26,Nissan,Stanza Wagon 2WD,Midsize Cars,1987,Manual,5,403.9545455
21,4,2.2,Front-Wheel Drive,29,Dodge,Aries Wagon,Midsize Cars,1987,Manual,5,370.2916667
19,4,2.5,Front-Wheel Drive,27,Ford,Taurus Wagon,Midsize Cars,1987,Manual,5,423.1904762
21,4,2.2,Front-Wheel Drive,29,Plymouth,Reliant Wagon,Midsize Cars,1987,Manual,5,370.2916667
15,5,2.2,Front-Wheel Drive,20,Audi,5000S Wagon,Midsize Cars,1987,Automatic,3,522.7647059
16,5,2.3,Front-Wheel Drive,20,Audi,5000S Wagon,Midsize Cars,1987,Automatic,3,493.7222222
17,5,2.2,Front-Wheel Drive,23,Audi,5000S Wagon,Midsize Cars,1987,Manual,5,467.7368421
16,5,2.3,Front-Wheel Drive,22,Audi,5000S Wagon,Midsize Cars,1987,Manual,5,493.7222222
17,6,2.8,Front-Wheel Drive,22,Buick,Century Wagon,Midsize Cars,1987,Automatic,3,467.7368421
17,6,2.8,Front-Wheel Drive,22,Chevrolet,Celebrity Wagon,Midsize Cars,1987,Automatic,3,467.7368421
17,6,2.8,Front-Wheel Drive,22,Oldsmobile,Cutlass Cruiser,Midsize Cars,1987,Automatic,3,467.7368421
17,6,2.8,Front-Wheel Drive,22,Pontiac,6000 Wagon,Midsize Cars,1987,Automatic,3,467.7368421
17,6,2.8,Front-Wheel Drive,24,Buick,Century Wagon,Midsize Cars,1987,Automatic,4,444.35
16,6,3.8,Front-Wheel Drive,25,Buick,Century Wagon,Midsize Cars,1987,Automatic,4,467.7368421
17,6,2.8,Front-Wheel Drive,24,Chevrolet,Celebrity Wagon,Midsize Cars,1987,Automatic,4,444.35
17,6,3,Front-Wheel Drive,26,Ford,Taurus Wagon,Midsize Cars,1987,Automatic,4,444.35
17,6,3,Front-Wheel Drive,24,Ford,Taurus Wagon 3.0 A/C,Midsize Cars,1987,Automatic,4,467.7368421
17,6,3,Front-Wheel Drive,26,Mercury,Sable Wagon,Midsize Cars,1987,Automatic,4,444.35
17,6,3,Front-Wheel Drive,24,Mercury,Sable Wagon 3.0 A/C,Midsize Cars,1987,Automatic,4,467.7368421
17,6,2.8,Front-Wheel Drive,24,Oldsmobile,Cutlass Cruiser,Midsize Cars,1987,Automatic,4,444.35
16,6,3.8,Front-Wheel Drive,25,Oldsmobile,Cutlass Cruiser,Midsize Cars,1987,Automatic,4,467.7368421
17,6,2.8,Front-Wheel Drive,24,Pontiac,6000 Wagon,Midsize Cars,1987,Automatic,4,444.35
17,6,2.8,Front-Wheel Drive,26,Chevrolet,Celebrity Wagon,Midsize Cars,1987,Manual,5,444.35
17,6,2.8,Front-Wheel Drive,26,Pontiac,6000 Wagon,Midsize Cars,1987,Manual,5,444.35
18,4,2.3,Rear-Wheel Drive,23,Mcevoy Motors,740 GLE Sedan,Midsize Cars,1987,Automatic,4,444.35
17,4,2.3,Rear-Wheel Drive,20,Volvo,740/760,Midsize Cars,1987,Automatic,4,493.7222222
19,4,2.3,Rear-Wheel Drive,23,Volvo,740/760,Midsize Cars,1987,Automatic,4,423.1904762
20,4,2.3,Rear-Wheel Drive,26,Volvo,740/760,Midsize Cars,1987,Manual,4,403.9545455
18,4,2.3,Rear-Wheel Drive,23,Volvo,740/760,Midsize Cars,1987,Manual,4,444.35
17,6,3.8,Rear-Wheel Drive,22,Buick,Regal,Midsize Cars,1987,Automatic,3,467.7368421
17,6,4.3,Rear-Wheel Drive,22,Chevrolet,Monte Carlo,Midsize Cars,1987,Automatic,3,467.7368421
17,6,3.8,Rear-Wheel Drive,22,Oldsmobile,Cutlass Supreme,Midsize Cars,1987,Automatic,3,467.7368421
17,6,3.8,Rear-Wheel Drive,22,Pontiac,Grand Prix,Midsize Cars,1987,Automatic,3,467.7368421
17,6,4.3,Rear-Wheel Drive,22,Pontiac,Grand Prix,Midsize Cars,1987,Automatic,3,467.7368421
14,6,3.8,Rear-Wheel Drive,21,ASC Incorporated,GNX,Midsize Cars,1987,Automatic,4,555.4375
15,6,3.8,Rear-Wheel Drive,23,Buick,Regal,Midsize Cars,1987,Automatic,4,493.7222222
17,6,4.3,Rear-Wheel Drive,24,Chevrolet,Monte Carlo,Midsize Cars,1987,Automatic,4,467.7368421
19,6,3,Rear-Wheel Drive,21,Mercedes-Benz,300SDL,Midsize Cars,1987,Automatic,4,509
17,6,4.3,Rear-Wheel Drive,24,Pontiac,Grand Prix,Midsize Cars,1987,Automatic,4,467.7368421
15,6,2.8,Rear-Wheel Drive,20,Volvo,740/760,Midsize Cars,1987,Automatic,4,522.7647059
16,6,2.8,Rear-Wheel Drive,19,Volvo,740/760,Midsize Cars,1987,Automatic,4,522.7647059
15,8,5,Rear-Wheel Drive,21,Buick,Regal,Midsize Cars,1987,Automatic,3,493.7222222
15,8,5.2,Rear-Wheel Drive,20,Chrysler,Newport/Fifth Avenue,Midsize Cars,1987,Automatic,3,522.7647059
15,8,5.2,Rear-Wheel Drive,20,Dodge,Diplomat,Midsize Cars,1987,Automatic,3,522.7647059
13,8,5.2,Rear-Wheel Drive,16,Dodge,Diplomat,Midsize Cars,1987,Automatic,3,634.7857143
11,8,5.2,Rear-Wheel Drive,14,Dodge,Diplomat,Midsize Cars,1987,Automatic,3,740.5833333
15,8,5,Rear-Wheel Drive,21,Oldsmobile,Cutlass Supreme,Midsize Cars,1987,Automatic,3,493.7222222
15,8,5.2,Rear-Wheel Drive,20,Plymouth,Gran Fury,Midsize Cars,1987,Automatic,3,522.7647059
13,8,5.2,Rear-Wheel Drive,16,Plymouth,Gran Fury,Midsize Cars,1987,Automatic,3,634.7857143
11,8,5.2,Rear-Wheel Drive,14,Plymouth,Gran Fury,Midsize Cars,1987,Automatic,3,740.5833333
8,8,6.8,Rear-Wheel Drive,10,Rolls-Royce,Eight/Mulsan,Midsize Cars,1987,Automatic,3,987.4444444
8,8,6.8,Rear-Wheel Drive,10,Rolls-Royce,Eight/Mulsan,Midsize Cars,1987,Automatic,3,987.4444444
8,8,6.8,Rear-Wheel Drive,9,Rolls-Royce,Eight/Mulsan,Midsize Cars,1987,Automatic,3,1110.875
8,8,6.8,Rear-Wheel Drive,10,Rolls-Royce,Silver Spirit/Silver Spur,Midsize Cars,1987,Automatic,3,987.4444444
8,8,6.8,Rear-Wheel Drive,10,Rolls-Royce,Silver Spirit/Silver Spur,Midsize Cars,1987,Automatic,3,987.4444444
8,8,6.8,Rear-Wheel Drive,9,Rolls-Royce,Silver Spirit/Silver Spur,Midsize Cars,1987,Automatic,3,1110.875
16,8,5,Rear-Wheel Drive,23,Buick,Regal,Midsize Cars,1987,Automatic,4,493.7222222
15,8,5,Rear-Wheel Drive,22,Chevrolet,Monte Carlo,Midsize Cars,1987,Automatic,4,493.7222222
16,8,5,Rear-Wheel Drive,24,Lincoln,Continental,Midsize Cars,1987,Automatic,4,467.7368421
16,8,5,Rear-Wheel Drive,24,Lincoln,Mark VII,Midsize Cars,1987,Automatic,4,467.7368421
14,8,4.2,Rear-Wheel Drive,17,Mercedes-Benz,420SEL,Midsize Cars,1987,Automatic,4,592.4666667
12,8,5.6,Rear-Wheel Drive,15,Mercedes-Benz,560SEL,Midsize Cars,1987,Automatic,4,683.6153846
16,8,5,Rear-Wheel Drive,23,Oldsmobile,Cutlass Supreme,Midsize Cars,1987,Automatic,4,493.7222222
15,8,5,Rear-Wheel Drive,22,Pontiac,Grand Prix,Midsize Cars,1987,Automatic,4,493.7222222
18,4,2.3,Rear-Wheel Drive,23,Mcevoy Motors,240 DL/240 GL Wagon,Midsize Cars,1987,Automatic,4,444.35
18,4,2.3,Rear-Wheel Drive,23,Mcevoy Motors,740 GLE Wagon,Midsize Cars,1987,Automatic,4,444.35
18,4,2,Rear-Wheel Drive,21,Peugeot,505 Station Wagon,Midsize Cars,1987,Automatic,4,467.7368421
17,4,2.1,Rear-Wheel Drive,20,Peugeot,505 Station Wagon,Midsize Cars,1987,Automatic,4,493.7222222
21,4,2.5,Rear-Wheel Drive,25,Peugeot,505 Station Wagon,Midsize Cars,1987,Automatic,4,442.6086957
18,4,2.3,Rear-Wheel Drive,23,Volvo,240 DL/240 GL Wagon,Midsize Cars,1987,Automatic,4,444.35
17,4,2.3,Rear-Wheel Drive,20,Volvo,740/760 Wagon,Midsize Cars,1987,Automatic,4,493.7222222
18,4,2.3,Rear-Wheel Drive,24,Volvo,740/760 Wagon,Midsize Cars,1987,Automatic,4,444.35
18,4,2.3,Rear-Wheel Drive,23,Volvo,740/760 Wagon,Midsize Cars,1987,Manual,4,444.35
19,4,2.3,Rear-Wheel Drive,26,Volvo,740/760 Wagon,Midsize Cars,1987,Manual,4,403.9545455
19,4,2.3,Rear-Wheel Drive,26,Volvo,240 DL/240 GL Wagon,Midsize Cars,1987,Manual,5,403.9545455
21,6,3,Rear-Wheel Drive,25,Mercedes-Benz,300TD,Midsize Cars,1987,Automatic,4,462.7272727
16,6,2.8,Rear-Wheel Drive,22,Toyota,Cressida Wagon,Midsize Cars,1987,Automatic,4,493.7222222
15,8,5,Rear-Wheel Drive,22,Oldsmobile,Custom Cruiser,Midsize Cars,1987,Automatic,4,522.7647059
15,8,5,Rear-Wheel Drive,22,Buick,LeSabre/Electra Wagon,Midsize Cars,1987,Automatic,4,522.7647059
15,8,5,Rear-Wheel Drive,22,Chevrolet,Caprice Wagon,Midsize Cars,1987,Automatic,4,522.7647059
16,8,5,Rear-Wheel Drive,24,Ford,LTD Crown Victoria Wagon,Midsize Cars,1987,Automatic,4,467.7368421
16,8,5,Rear-Wheel Drive,24,Mercury,Grand Marquis Wagon,Midsize Cars,1987,Automatic,4,467.7368421
15,8,5,Rear-Wheel Drive,22,Pontiac,Safari Wagon,Midsize Cars,1987,Automatic,4,522.7647059
21,4,1.8,All-Wheel Drive,26,Subaru,Brat 4WD,Pickup,1987,Manual,4,386.3913043
21,4,1.8,All-Wheel Drive,26,Subaru,Brat 4WD,Pickup,1987,Manual,4,386.3913043
23,4,2.3,All-Wheel Drive,26,Ford,Ranger Pickup 4WD,Pickup,1987,Manual,5,424.1666667
21,4,2.3,All-Wheel Drive,24,Ford,Ranger Pickup 4WD,Pickup,1987,Manual,5,403.9545455
23,4,2.2,All-Wheel Drive,24,Isuzu,Pickup 4WD,Pickup,1987,Manual,5,442.6086957
17,4,2.3,All-Wheel Drive,21,Isuzu,Pickup 4WD,Pickup,1987,Manual,5,493.7222222
17,4,2.3,All-Wheel Drive,22,Isuzu,Pickup 4WD,Pickup,1987,Manual,5,467.7368421
15,6,2.9,All-Wheel Drive,20,Ford,Ranger Pickup 4WD,Pickup,1987,Automatic,4,522.7647059
16,6,2.9,All-Wheel Drive,20,Ford,Ranger Pickup 4WD,Pickup,1987,Manual,5,493.7222222
15,4,2.6,All-Wheel Drive,16,Mazda,B2600 4x4,Pickup,1987,Automatic,3,592.4666667
14,4,2.6,All-Wheel Drive,19,Ford,Courier Pickup 4WD,Pickup,1987,Manual,5,555.4375
14,4,2.6,All-Wheel Drive,19,Mazda,B2600 4x4,Pickup,1987,Manual,5,555.4375
17,4,2.5,All-Wheel Drive,21,Chevrolet,T10 (S10) Pickup 4WD,Pickup,1987,Automatic,4,493.7222222
17,4,2.6,All-Wheel Drive,19,Dodge,Power Ram50 4WD,Pickup,1987,Automatic,4,493.7222222
17,4,2.5,All-Wheel Drive,21,GMC,T15 (S15) Pickup 4WD,Pickup,1987,Automatic,4,493.7222222
17,4,2.5,All-Wheel Drive,21,Jeep,Comanche 4WD,Pickup,1987,Automatic,4,493.7222222
17,4,2.6,All-Wheel Drive,19,Mitsubishi,Truck 4WD,Pickup,1987,Automatic,4,493.7222222
18,4,2.4,All-Wheel Drive,20,Toyota,Truck 4WD,Pickup,1987,Automatic,4,467.7368421
19,4,2.5,All-Wheel Drive,23,Chevrolet,T10 (S10) Pickup 4WD,Pickup,1987,Manual,4,423.1904762
19,4,2.5,All-Wheel Drive,23,GMC,T15 (S15) Pickup 4WD,Pickup,1987,Manual,4,423.1904762
19,4,2.5,All-Wheel Drive,23,Jeep,Comanche 4WD,Pickup,1987,Manual,4,444.35
18,4,2.5,All-Wheel Drive,24,Chevrolet,T10 (S10) Pickup 4WD,Pickup,1987,Manual,5,444.35
15,4,2.4,All-Wheel Drive,19,Nissan,Truck 4WD,Pickup,1987,Manual,5,555.4375
17,4,2.6,All-Wheel Drive,21,Dodge,Power Ram50 4WD,Pickup,1987,Manual,5,493.7222222
18,4,2.5,All-Wheel Drive,24,GMC,T15 (S15) Pickup 4WD,Pickup,1987,Manual,5,444.35
18,4,2.5,All-Wheel Drive,22,Jeep,Comanche 4WD,Pickup,1987,Manual,5,467.7368421
17,4,2.6,All-Wheel Drive,21,Mitsubishi,Truck 4WD,Pickup,1987,Manual,5,493.7222222
17,4,2.4,All-Wheel Drive,21,Toyota,Truck 4WD,Pickup,1987,Manual,5,467.7368421
17,4,2.4,All-Wheel Drive,20,Toyota,Truck 4WD,Pickup,1987,Manual,5,493.7222222
16,4,2.4,All-Wheel Drive,20,Toyota,Truck 4WD,Pickup,1987,Manual,5,493.7222222
18,4,2.4,All-Wheel Drive,22,Toyota,Truck 4WD,Pickup,1987,Manual,5,444.35
14,6,3,All-Wheel Drive,15,Nissan,Truck 4WD,Pickup,1987,Automatic,3,634.7857143
15,6,3.9,All-Wheel Drive,17,Dodge,Dakota Pickup 4WD,Pickup,1987,Automatic,3,555.4375
13,6,4.9,All-Wheel Drive,13,Ford,F150 Pickup 4WD,Pickup,1987,Automatic,3,683.6153846
15,6,4.2,All-Wheel Drive,17,Jeep,J-10 Pickup Truck 4WD,Pickup,1987,Automatic,3,555.4375
14,6,2.8,All-Wheel Drive,20,Chevrolet,T10 (S10) Pickup 4WD,Pickup,1987,Automatic,4,555.4375
14,6,4.3,All-Wheel Drive,17,Chevrolet,V10 (K10) Pickup 4WD,Pickup,1987,Automatic,4,592.4666667
14,6,2.8,All-Wheel Drive,20,GMC,T15 (S15) Pickup 4WD,Pickup,1987,Automatic,4,555.4375
14,6,4.3,All-Wheel Drive,17,GMC,V15 Pickup 4WD,Pickup,1987,Automatic,4,592.4666667
15,6,4,All-Wheel Drive,19,Jeep,Comanche 4WD,Pickup,1987,Automatic,4,555.4375
15,6,2.8,All-Wheel Drive,20,Chevrolet,T10 (S10) Pickup 4WD,Pickup,1987,Manual,4,522.7647059
14,6,4.3,All-Wheel Drive,17,Chevrolet,V10 (K10) Pickup 4WD,Pickup,1987,Manual,4,592.4666667
14,6,4.3,All-Wheel Drive,17,Chevrolet,V10 (K10) Pickup 4WD,Pickup,1987,Manual,4,592.4666667
12,6,3.7,All-Wheel Drive,16,Dodge,W100/W150 Pickup 4WD,Pickup,1987,Manual,4,634.7857143
15,6,4.9,All-Wheel Drive,17,Ford,F150 Pickup 4WD,Pickup,1987,Manual,4,555.4375
14,6,4.9,All-Wheel Drive,15,Ford,F150 Pickup 4WD,Pickup,1987,Manual,4,634.7857143
13,6,4.9,All-Wheel Drive,15,Ford,F250 Pickup 4WD,Pickup,1987,Manual,4,634.7857143
15,6,2.8,All-Wheel Drive,20,GMC,T15 (S15) Pickup 4WD,Pickup,1987,Manual,4,522.7647059
14,6,4.3,All-Wheel Drive,17,GMC,V15 Pickup 4WD,Pickup,1987,Manual,4,592.4666667
14,6,4.3,All-Wheel Drive,17,GMC,V15 Pickup 4WD,Pickup,1987,Manual,4,592.4666667
13,6,4.2,All-Wheel Drive,17,Jeep,J-10 Pickup Truck 4WD,Pickup,1987,Manual,4,592.4666667
15,6,2.8,All-Wheel Drive,21,Chevrolet,T10 (S10) Pickup 4WD,Pickup,1987,Manual,5,522.7647059
14,6,3,All-Wheel Drive,17,Nissan,Truck 4WD,Pickup,1987,Manual,5,592.4666667
15,6,3.9,All-Wheel Drive,20,Dodge,Dakota Pickup 4WD,Pickup,1987,Manual,5,555.4375
15,6,2.8,All-Wheel Drive,21,GMC,T15 (S15) Pickup 4WD,Pickup,1987,Manual,5,522.7647059
15,6,4,All-Wheel Drive,20,Jeep,Comanche 4WD,Pickup,1987,Manual,5,522.7647059
12,8,5,All-Wheel Drive,14,Chevrolet,V10 (K10) Pickup 4WD,Pickup,1987,Automatic,3,683.6153846
11,8,5.2,All-Wheel Drive,13,Dodge,W100/W150 Pickup 4WD,Pickup,1987,Automatic,3,740.5833333
11,8,5.2,All-Wheel Drive,13,Dodge,W100/W150 Pickup 4WD,Pickup,1987,Automatic,3,740.5833333
9,8,5.9,All-Wheel Drive,11,Dodge,W100/W150 Pickup 4WD,Pickup,1987,Automatic,3,888.7
